模组,键,说明,默认值,可选值,枚举原文及含义,client原始字段,原始tags,权限,参考配置支持,Wildwise 对应配置,Wildwise 边界,评估,源码,源码定位
ActionQueue RB3,last_recipe_key,制作上一个物品,KEY_C,KEY_A / KEY_B / KEY_C / KEY_D / KEY_E / KEY_F / KEY_G / KEY_H / KEY_I / KEY_J / KEY_K / KEY_L / KEY_M / KEY_N / KEY_O / KEY_P / KEY_Q / KEY_R / KEY_S / KEY_T / KEY_U / KEY_V / KEY_W / KEY_X / KEY_Y / KEY_Z / KEY_F1 / KEY_F2 / KEY_F3 / KEY_F4 / KEY_F5 / KEY_F6 / KEY_F7 / KEY_F8 / KEY_F9 / KEY_F10 / KEY_F11 / KEY_F12 / KEY_LALT / KEY_RALT / KEY_LCTRL / KEY_RCTRL / KEY_LSHIFT / KEY_RSHIFT / KEY_TAB / KEY_CAPSLOCK / KEY_SPACE / KEY_MINUS / KEY_EQUALS / KEY_BACKSPACE / KEY_INSERT / KEY_HOME / KEY_DELETE / KEY_END / KEY_PAGEUP / KEY_PAGEDOWN / KEY_PRINT / KEY_SCROLLOCK / KEY_PAUSE / KEY_PERIOD / KEY_SLASH / KEY_SEMICOLON / KEY_LEFTBRACKET / KEY_RIGHTBRACKET / KEY_BACKSLASH / KEY_UP / KEY_DOWN / KEY_LEFT / KEY_RIGHT / false,"[{""description"": ""A"", ""data"": ""KEY_A""}, {""description"": ""B"", ""data"": ""KEY_B""}, {""description"": ""C"", ""data"": ""KEY_C""}, {""description"": ""D"", ""data"": ""KEY_D""}, {""description"": ""E"", ""data"": ""KEY_E""}, {""description"": ""F"", ""data"": ""KEY_F""}, {""description"": ""G"", ""data"": ""KEY_G""}, {""description"": ""H"", ""data"": ""KEY_H""}, {""description"": ""I"", ""data"": ""KEY_I""}, {""description"": ""J"", ""data"": ""KEY_J""}, {""description"": ""K"", ""data"": ""KEY_K""}, {""description"": ""L"", ""data"": ""KEY_L""}, {""description"": ""M"", ""data"": ""KEY_M""}, {""description"": ""N"", ""data"": ""KEY_N""}, {""description"": ""O"", ""data"": ""KEY_O""}, {""description"": ""P"", ""data"": ""KEY_P""}, {""description"": ""Q"", ""data"": ""KEY_Q""}, {""description"": ""R"", ""data"": ""KEY_R""}, {""description"": ""S"", ""data"": ""KEY_S""}, {""description"": ""T"", ""data"": ""KEY_T""}, {""description"": ""U"", ""data"": ""KEY_U""}, {""description"": ""V"", ""data"": ""KEY_V""}, {""description"": ""W"", ""data"": ""KEY_W""}, {""description"": ""X"", ""data"": ""KEY_X""}, {""description"": ""Y"", ""data"": ""KEY_Y""}, {""description"": ""Z"", ""data"": ""KEY_Z""}, {""description"": ""F1"", ""data"": ""KEY_F1""}, {""description"": ""F2"", ""data"": ""KEY_F2""}, {""description"": ""F3"", ""data"": ""KEY_F3""}, {""description"": ""F4"", ""data"": ""KEY_F4""}, {""description"": ""F5"", ""data"": ""KEY_F5""}, {""description"": ""F6"", ""data"": ""KEY_F6""}, {""description"": ""F7"", ""data"": ""KEY_F7""}, {""description"": ""F8"", ""data"": ""KEY_F8""}, {""description"": ""F9"", ""data"": ""KEY_F9""}, {""description"": ""F10"", ""data"": ""KEY_F10""}, {""description"": ""F11"", ""data"": ""KEY_F11""}, {""description"": ""F12"", ""data"": ""KEY_F12""}, {""description"": ""LAlt"", ""data"": ""KEY_LALT""}, {""description"": ""RAlt"", ""data"": ""KEY_RALT""}, {""description"": ""LCtrl"", ""data"": ""KEY_LCTRL""}, {""description"": ""RCtrl"", ""data"": ""KEY_RCTRL""}, {""description"": ""LShift"", ""data"": ""KEY_LSHIFT""}, {""description"": ""RShift"", ""data"": ""KEY_RSHIFT""}, {""description"": ""Tab"", ""data"": ""KEY_TAB""}, {""description"": ""Capslock"", ""data"": ""KEY_CAPSLOCK""}, {""description"": ""Space"", ""data"": ""KEY_SPACE""}, {""description"": ""Minus"", ""data"": ""KEY_MINUS""}, {""description"": ""Equals"", ""data"": ""KEY_EQUALS""}, {""description"": ""Backspace"", ""data"": ""KEY_BACKSPACE""}, {""description"": ""Insert"", ""data"": ""KEY_INSERT""}, {""description"": ""Home"", ""data"": ""KEY_HOME""}, {""description"": ""Delete"", ""data"": ""KEY_DELETE""}, {""description"": ""End"", ""data"": ""KEY_END""}, {""description"": ""Pageup"", ""data"": ""KEY_PAGEUP""}, {""description"": ""Pagedown"", ""data"": ""KEY_PAGEDOWN""}, {""description"": ""Print"", ""data"": ""KEY_PRINT""}, {""description"": ""Scrollock"", ""data"": ""KEY_SCROLLOCK""}, {""description"": ""Pause"", ""data"": ""KEY_PAUSE""}, {""description"": ""Period"", ""data"": ""KEY_PERIOD""}, {""description"": ""Slash"", ""data"": ""KEY_SLASH""}, {""description"": ""Semicolon"", ""data"": ""KEY_SEMICOLON""}, {""description"": ""Leftbracket"", ""data"": ""KEY_LEFTBRACKET""}, {""description"": ""Rightbracket"", ""data"": ""KEY_RIGHTBRACKET""}, {""description"": ""Backslash"", ""data"": ""KEY_BACKSLASH""}, {""description"": ""Up"", ""data"": ""KEY_UP""}, {""description"": ""Down"", ""data"": ""KEY_DOWN""}, {""description"": ""Left"", ""data"": ""KEY_LEFT""}, {""description"": ""Right"", ""data"": ""KEY_RIGHT""}, {""description"": ""Disabled"", ""data"": false}]",—,—,客户端,✅,❌,支持 Shift 点配方重复制作，没有上次配方快捷键。,应补常用快捷操作,/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua,[last_recipe_key](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua:115)
ActionQueue RB3,tooth_trap_spacing,狗牙陷阱间距,2,1 / 1.5 / 2 / 2.5 / 3 / 3.5 / 4,"[{""description"": ""1"", ""data"": 1}, {""description"": ""1.5"", ""data"": 1.5}, {""description"": ""2"", ""data"": 2}, {""description"": ""2.5"", ""data"": 2.5}, {""description"": ""3"", ""data"": 3}, {""description"": ""3.5"", ""data"": 3.5}, {""description"": ""4"", ""data"": 4}]",—,—,客户端,✅,❌,仅有有限区域布点和固定蛇形，无独立网格层、陷阱间距、强制网格或双蛇形配置。,网格/间距按需；双蛇形可暂缓,/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua,[tooth_trap_spacing](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua:116)
ActionQueue RB3,farm_grid,耕地网格,3x3,2x2 / 3x3 / 4x4,"[{""description"": ""2x2"", ""data"": ""2x2""}, {""description"": ""3x3"", ""data"": ""3x3""}, {""description"": ""4x4"", ""data"": ""4x4""}]",—,—,客户端,✅,✅,queue_farm_grid / 个人 queue.farm_grid：2/3/4。,保留,/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua,[farm_grid](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua:117)
ActionQueue RB3,double_snake,Z形种植,false,true / false,"[{""description"": ""Yes"", ""data"": true}, {""description"": ""No"", ""data"": false}]",—,—,客户端,✅,❌,仅有有限区域布点和固定蛇形，无独立网格层、陷阱间距、强制网格或双蛇形配置。,网格/间距按需；双蛇形可暂缓,/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua,[double_snake](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua:118)
ActionQueue RB3,qaaq,排队论加强兼容,false,true / false,"[{""description"": ""Yes"", ""data"": true}, {""description"": ""No"", ""data"": false}]",—,—,客户端,✅,❌,按 ID 关闭重叠队列，无 QAAQ 联合运行模式。,暂缓到具体兼容需求,/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua,[qaaq](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua:119)
ActionQueue RB3,debug_mode,启用调试,false,true / false,"[{""description"": ""Yes"", ""data"": true}, {""description"": ""No"", ""data"": false}]",—,—,客户端,✅,❌,diagnostics 仅信息读取诊断，未实现 RB3 队列详细调试。,开发需要时补,/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua,[debug_mode](/home/ubuntu/Steam/steamapps/workshop/content/322330/2873533916/modinfo.lua:120)
智能小木牌,Icebox,Icebox/冰箱,false,false / true,"[{""description"": ""No(关闭)"", ""data"": false}, {""description"": ""Yes(打开)"", ""data"": true}]",—,—,服主,✅,✅,对应独立容器开关；龙鳞箱 Wildwise 默认 true，参考 false。,保留,/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua,[Icebox](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua:30)
智能小木牌,ChangeSkin,ChangeSkin/皮肤,true,true / false,"[{""description"": ""Yes(是)"", ""data"": true}, {""description"": ""No(否)"", ""data"": false}]",—,—,服主,✅,❌,参考控制小木牌本体换肤，不是内容物皮肤图标；Wildwise 没有本体换肤入口。,按需,/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua,[ChangeSkin](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua:41)
智能小木牌,DragonflyChest,DragonflyChest/龙鳞箱,false,false / true,"[{""description"": ""No(关闭)"", ""data"": false}, {""description"": ""Yes(打开)"", ""data"": true}]",—,—,服主,✅,✅,对应独立容器开关；龙鳞箱 Wildwise 默认 true，参考 false。,保留,/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua,[DragonflyChest](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua:52)
智能小木牌,SaltBox,SaltBox/盐盒,false,false / true,"[{""description"": ""No(关闭)"", ""data"": false}, {""description"": ""Yes(打开)"", ""data"": true}]",—,—,服主,✅,✅,对应独立容器开关；龙鳞箱 Wildwise 默认 true，参考 false。,保留,/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua,[SaltBox](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua:63)
智能小木牌,BundleItems,BundleItems/包裹,false,false / true,"[{""description"": ""No(关闭)"", ""data"": false}, {""description"": ""Yes(打开)"", ""data"": true}]",—,—,服主,✅,❌,包裹首件显示固定开启；不能改为包裹图标。,应补，支持包裹隐私/视觉选择,/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua,[BundleItems](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua:74)
智能小木牌,Digornot,CanbeDug/挖起,false,false / true,"[{""description"": ""No(关闭)"", ""data"": false}, {""description"": ""Yes(打开)"", ""data"": true}]",—,—,服主,✅,❌,辅助牌固定不可点击/挖除，无逐箱永久移除。,可改为个人/逐箱隐藏，挖掘玩法可忽略,/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua,[Digornot](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua:85)
智能小木牌,OnlyPlayer,OnlyPlayer/仅玩家,false,false / true,"[{""description"": ""Yes(仅限玩家)"", ""data"": false}, {""description"": ""No(所有破坏)"", ""data"": true}]",—,—,服主,✅,❌,辅助牌固定不可点击/挖除，无逐箱永久移除。,可改为个人/逐箱隐藏，挖掘玩法可忽略,/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua,[OnlyPlayer](/home/ubuntu/Steam/steamapps/workshop/content/322330/1595631294/modinfo.lua:95)
Beefalo Status Bar,ShowByDefault,Show Automatically,true,true / false,"[{""hover"": ""Default"", ""description"": ""Enabled"", ""data"": true}, {""description"": ""Disabled"", ""data"": false}]",—,—,服主；显示项可能允许客户端覆盖,✅,✅,个人 beefalo.visible，可保存；B 临时切换本身不立即调用 save_settings。,保留并明确临时/持久语义,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[ShowByDefault](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:113)
Beefalo Status Bar,ToggleKey,Toggle Key,KEY_T,false / KEY_A / KEY_B / KEY_C / KEY_D / KEY_E / KEY_F / KEY_G / KEY_H / KEY_I / KEY_J / KEY_K / KEY_L / KEY_M / KEY_N / KEY_O / KEY_P / KEY_Q / KEY_R / KEY_S / KEY_T / KEY_U / KEY_V / KEY_W / KEY_X / KEY_Y / KEY_Z / KEY_1 / KEY_2 / KEY_3 / KEY_4 / KEY_5 / KEY_6 / KEY_7 / KEY_8 / KEY_9 / KEY_0 / KEY_F1 / KEY_F2 / KEY_F3 / KEY_F4 / KEY_F5 / KEY_F6 / KEY_F7 / KEY_F8 / KEY_F9 / KEY_F10 / KEY_F11 / KEY_F12 / KEY_MINUS / KEY_EQUALS / KEY_BACKSPACE / KEY_LEFTBRACKET / KEY_RIGHTBRACKET / KEY_BACKSLASH / KEY_SEMICOLON / KEY_ENTER / KEY_PERIOD / KEY_SLASH / KEY_LEFT / KEY_RIGHT / KEY_UP / KEY_DOWN / KEY_INSERT / KEY_DELETE / KEY_HOME / KEY_END / KEY_PAGEUP / KEY_PAGEDOWN / KEY_PRINT / KEY_SCROLLOCK / KEY_PAUSE / KEY_ESCAPE / KEY_TILDE / KEY_TAB / KEY_CAPSLOCK / KEY_SHIFT / KEY_LSHIFT / KEY_RSHIFT / KEY_CTRL / KEY_LCTRL / KEY_RCTRL / KEY_ALT / KEY_LALT / KEY_RALT / KEY_SPACE / KEY_KP_1 / KEY_KP_2 / KEY_KP_3 / KEY_KP_4 / KEY_KP_5 / KEY_KP_6 / KEY_KP_7 / KEY_KP_8 / KEY_KP_9 / KEY_KP_0 / KEY_KP_DIVIDE / KEY_KP_MULTIPLY / KEY_KP_MINUS / KEY_KP_PLUS / KEY_KP_ENTER / KEY_KP_PERIOD / KEY_KP_EQUALS,"[{""hover"": ""Toggling will be disabled."", ""description"": ""Disabled"", ""data"": false}, {""description"": ""A"", ""data"": ""KEY_A""}, {""description"": ""B"", ""data"": ""KEY_B""}, {""description"": ""C"", ""data"": ""KEY_C""}, {""description"": ""D"", ""data"": ""KEY_D""}, {""description"": ""E"", ""data"": ""KEY_E""}, {""description"": ""F"", ""data"": ""KEY_F""}, {""description"": ""G"", ""data"": ""KEY_G""}, {""description"": ""H"", ""data"": ""KEY_H""}, {""description"": ""I"", ""data"": ""KEY_I""}, {""description"": ""J"", ""data"": ""KEY_J""}, {""description"": ""K"", ""data"": ""KEY_K""}, {""description"": ""L"", ""data"": ""KEY_L""}, {""description"": ""M"", ""data"": ""KEY_M""}, {""description"": ""N"", ""data"": ""KEY_N""}, {""description"": ""O"", ""data"": ""KEY_O""}, {""description"": ""P"", ""data"": ""KEY_P""}, {""description"": ""Q"", ""data"": ""KEY_Q""}, {""description"": ""R"", ""data"": ""KEY_R""}, {""description"": ""S"", ""data"": ""KEY_S""}, {""hover"": ""Default"", ""description"": ""T"", ""data"": ""KEY_T""}, {""description"": ""U"", ""data"": ""KEY_U""}, {""description"": ""V"", ""data"": ""KEY_V""}, {""description"": ""W"", ""data"": ""KEY_W""}, {""description"": ""X"", ""data"": ""KEY_X""}, {""description"": ""Y"", ""data"": ""KEY_Y""}, {""description"": ""Z"", ""data"": ""KEY_Z""}, {""description"": ""1"", ""data"": ""KEY_1""}, {""description"": ""2"", ""data"": ""KEY_2""}, {""description"": ""3"", ""data"": ""KEY_3""}, {""description"": ""4"", ""data"": ""KEY_4""}, {""description"": ""5"", ""data"": ""KEY_5""}, {""description"": ""6"", ""data"": ""KEY_6""}, {""description"": ""7"", ""data"": ""KEY_7""}, {""description"": ""8"", ""data"": ""KEY_8""}, {""description"": ""9"", ""data"": ""KEY_9""}, {""description"": ""0"", ""data"": ""KEY_0""}, {""description"": ""F1"", ""data"": ""KEY_F1""}, {""description"": ""F2"", ""data"": ""KEY_F2""}, {""description"": ""F3"", ""data"": ""KEY_F3""}, {""description"": ""F4"", ""data"": ""KEY_F4""}, {""description"": ""F5"", ""data"": ""KEY_F5""}, {""description"": ""F6"", ""data"": ""KEY_F6""}, {""description"": ""F7"", ""data"": ""KEY_F7""}, {""description"": ""F8"", ""data"": ""KEY_F8""}, {""description"": ""F9"", ""data"": ""KEY_F9""}, {""description"": ""F10"", ""data"": ""KEY_F10""}, {""description"": ""F11"", ""data"": ""KEY_F11""}, {""description"": ""F12"", ""data"": ""KEY_F12""}, {""description"": ""Minus"", ""data"": ""KEY_MINUS""}, {""description"": ""Equals"", ""data"": ""KEY_EQUALS""}, {""description"": ""Backspace"", ""data"": ""KEY_BACKSPACE""}, {""description"": ""Leftbracket"", ""data"": ""KEY_LEFTBRACKET""}, {""description"": ""Rightbracket"", ""data"": ""KEY_RIGHTBRACKET""}, {""description"": ""Backslash"", ""data"": ""KEY_BACKSLASH""}, {""description"": ""Semicolon"", ""data"": ""KEY_SEMICOLON""}, {""description"": ""Enter"", ""data"": ""KEY_ENTER""}, {""description"": ""Period"", ""data"": ""KEY_PERIOD""}, {""description"": ""Slash"", ""data"": ""KEY_SLASH""}, {""description"": ""Left"", ""data"": ""KEY_LEFT""}, {""description"": ""Right"", ""data"": ""KEY_RIGHT""}, {""description"": ""Up"", ""data"": ""KEY_UP""}, {""description"": ""Down"", ""data"": ""KEY_DOWN""}, {""description"": ""Insert"", ""data"": ""KEY_INSERT""}, {""description"": ""Delete"", ""data"": ""KEY_DELETE""}, {""description"": ""Home"", ""data"": ""KEY_HOME""}, {""description"": ""End"", ""data"": ""KEY_END""}, {""description"": ""Pageup"", ""data"": ""KEY_PAGEUP""}, {""description"": ""Pagedown"", ""data"": ""KEY_PAGEDOWN""}, {""description"": ""Print"", ""data"": ""KEY_PRINT""}, {""description"": ""Scrollock"", ""data"": ""KEY_SCROLLOCK""}, {""description"": ""Pause"", ""data"": ""KEY_PAUSE""}, {""description"": ""Escape"", ""data"": ""KEY_ESCAPE""}, {""description"": ""Tilde"", ""data"": ""KEY_TILDE""}, {""description"": ""Tab"", ""data"": ""KEY_TAB""}, {""description"": ""Capslock"", ""data"": ""KEY_CAPSLOCK""}, {""description"": ""Shift"", ""data"": ""KEY_SHIFT""}, {""description"": ""LShift"", ""data"": ""KEY_LSHIFT""}, {""description"": ""RShift"", ""data"": ""KEY_RSHIFT""}, {""description"": ""Ctrl"", ""data"": ""KEY_CTRL""}, {""description"": ""LCtrl"", ""data"": ""KEY_LCTRL""}, {""description"": ""RCtrl"", ""data"": ""KEY_RCTRL""}, {""description"": ""Alt"", ""data"": ""KEY_ALT""}, {""description"": ""LAlt"", ""data"": ""KEY_LALT""}, {""description"": ""RAlt"", ""data"": ""KEY_RALT""}, {""description"": ""Space"", ""data"": ""KEY_SPACE""}, {""description"": ""KP_1"", ""data"": ""KEY_KP_1""}, {""description"": ""KP_2"", ""data"": ""KEY_KP_2""}, {""description"": ""KP_3"", ""data"": ""KEY_KP_3""}, {""description"": ""KP_4"", ""data"": ""KEY_KP_4""}, {""description"": ""KP_5"", ""data"": ""KEY_KP_5""}, {""description"": ""KP_6"", ""data"": ""KEY_KP_6""}, {""description"": ""KP_7"", ""data"": ""KEY_KP_7""}, {""description"": ""KP_8"", ""data"": ""KEY_KP_8""}, {""description"": ""KP_9"", ""data"": ""KEY_KP_9""}, {""description"": ""KP_0"", ""data"": ""KEY_KP_0""}, {""description"": ""KP_Divide"", ""data"": ""KEY_KP_DIVIDE""}, {""description"": ""KP_Multiply"", ""data"": ""KEY_KP_MULTIPLY""}, {""description"": ""KP_Minus"", ""data"": ""KEY_KP_MINUS""}, {""description"": ""KP_Plus"", ""data"": ""KEY_KP_PLUS""}, {""description"": ""KP_Enter"", ""data"": ""KEY_KP_ENTER""}, {""description"": ""KP_Period"", ""data"": ""KEY_KP_PERIOD""}, {""description"": ""KP_Equals"", ""data"": ""KEY_KP_EQUALS""}]",—,—,服主；显示项可能允许客户端覆盖,✅,✅,个人 beefalo.toggle_key 默认 B；参考默认 T，可选禁用。,保留；禁用热键入口可补,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[ToggleKey](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:123)
Beefalo Status Bar,EnableSounds,Sounds,false,false / true,"[{""hover"": ""Default"", ""description"": ""Disabled"", ""data"": false}, {""description"": ""Enabled"", ""data"": true}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,当前为文字面板，无徽章主题/声音/分项颜色/背景/间隔配置。,可读性优先，装饰样式按需,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[EnableSounds](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:130)
Beefalo Status Bar,ClientConfig,Prefer Client Configuration,false,false / true,"[{""hover"": ""Default"", ""description"": ""Disabled"", ""data"": false}, {""description"": ""Enabled"", ""data"": true}]",true,—,服主；显示项可能允许客户端覆盖,✅,❌,Wildwise 固定服主授权+个人偏好模型，无两份配置来源切换选项。,可忽略该旧模型切换,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[ClientConfig](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:140)
Beefalo Status Bar,Theme,Theme,TheForge,TheForge / Default,"[{""hover"": ""Default"", ""description"": ""The Forge"", ""data"": ""TheForge""}, {""hover"": ""Uses the default game theme. Compatible with most HUD reskin mods."", ""description"": ""Default Theme"", ""data"": ""Default""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,当前为文字面板，无徽章主题/声音/分项颜色/背景/间隔配置。,可读性优先，装饰样式按需,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[Theme](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:157)
Beefalo Status Bar,Scale,Scale,1,0.5 / 0.55 / 0.6 / 0.65 / 0.7 / 0.75 / 0.8 / 0.85 / 0.9 / 0.95 / 1 / 1.05 / 1.1 / 1.15 / 1.2 / 1.25 / 1.3 / 1.35 / 1.4 / 1.45 / 1.5 / 1.55 / 1.6 / 1.65 / 1.7 / 1.75 / 1.8 / 1.85 / 1.9 / 1.95 / 2,"[{""data"": 0.5, ""description"": ""0.5""}, {""data"": 0.55, ""description"": ""0.55""}, {""data"": 0.6, ""description"": ""0.6""}, {""data"": 0.65, ""description"": ""0.65""}, {""data"": 0.7, ""description"": ""0.7""}, {""data"": 0.75, ""description"": ""0.75""}, {""data"": 0.8, ""description"": ""0.8""}, {""data"": 0.85, ""description"": ""0.85""}, {""data"": 0.9, ""description"": ""0.9""}, {""data"": 0.95, ""description"": ""0.95""}, {""hover"": ""Default"", ""data"": 1, ""description"": ""1""}, {""data"": 1.05, ""description"": ""1.05""}, {""data"": 1.1, ""description"": ""1.1""}, {""data"": 1.15, ""description"": ""1.15""}, {""data"": 1.2, ""description"": ""1.2""}, {""data"": 1.25, ""description"": ""1.25""}, {""data"": 1.3, ""description"": ""1.3""}, {""data"": 1.35, ""description"": ""1.35""}, {""data"": 1.4, ""description"": ""1.4""}, {""data"": 1.45, ""description"": ""1.45""}, {""data"": 1.5, ""description"": ""1.5""}, {""data"": 1.55, ""description"": ""1.55""}, {""data"": 1.6, ""description"": ""1.6""}, {""data"": 1.65, ""description"": ""1.65""}, {""data"": 1.7, ""description"": ""1.7""}, {""data"": 1.75, ""description"": ""1.75""}, {""data"": 1.8, ""description"": ""1.8""}, {""data"": 1.85, ""description"": ""1.85""}, {""data"": 1.9, ""description"": ""1.9""}, {""data"": 1.95, ""description"": ""1.95""}, {""data"": 2, ""description"": ""2""}]",—,—,服主；显示项可能允许客户端覆盖,✅,❌,只有全 HUD ui_scale，无牛栏独立缩放。,应补,/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua,[Scale](/home/ubuntu/Steam/steamapps/workshop/content/322330/2477889104/modinfo.lua:167)
